Bandit,Reward,Algorithm
3.0,3.001270324545086,EpsilonGreedy
3.0,3.539578262798413,EpsilonGreedy
3.0,4.423157723942345,EpsilonGreedy
3.0,5.084302717822218,EpsilonGreedy
3.0,5.3914260869783135,EpsilonGreedy
3.0,3.0039330902373793,EpsilonGreedy
3.0,4.310174813442075,EpsilonGreedy
3.0,3.1774883421513564,EpsilonGreedy
3.0,2.7415508199650738,EpsilonGreedy
3.0,3.8138903133215845,EpsilonGreedy
3.0,4.683640867424147,EpsilonGreedy
3.0,3.440090422771406,EpsilonGreedy
3.0,2.183404779819006,EpsilonGreedy
3.0,4.231097099437287,EpsilonGreedy
3.0,4.526817854708507,EpsilonGreedy
3.0,3.5259399530568736,EpsilonGreedy
3.0,4.385011945353886,EpsilonGreedy
3.0,2.6840307064380267,EpsilonGreedy
3.0,4.629768070845236,EpsilonGreedy
3.0,2.5162185308852316,EpsilonGreedy
3.0,3.344381078886813,EpsilonGreedy
3.0,2.8010453209039445,EpsilonGreedy
3.0,2.272825000671164,EpsilonGreedy
3.0,2.755665794393357,EpsilonGreedy
3.0,3.881083825656804,EpsilonGreedy
3.0,3.8511167519821767,EpsilonGreedy
3.0,2.8536075018692935,EpsilonGreedy
3.0,4.659681152518094,EpsilonGreedy
3.0,2.3086595586984977,EpsilonGreedy
3.0,4.048335999564782,EpsilonGreedy
3.0,4.424995804629684,EpsilonGreedy
3.0,3.8778498261230787,EpsilonGreedy
3.0,4.95628706854911,EpsilonGreedy
3.0,3.708618124246267,EpsilonGreedy
3.0,2.97269688906377,EpsilonGreedy
3.0,5.220188299963606,EpsilonGreedy
3.0,3.1096996611446195,EpsilonGreedy
3.0,2.8203884053413595,EpsilonGreedy
3.0,3.9312438621430736,EpsilonGreedy
3.0,5.063003153959408,EpsilonGreedy
3.0,5.761663253057876,EpsilonGreedy
3.0,4.487898498382949,EpsilonGreedy
3.0,2.6180229715091308,EpsilonGreedy
3.0,3.695634097018031,EpsilonGreedy
3.0,2.4622824940352475,EpsilonGreedy
3.0,6.486682041760286,EpsilonGreedy
3.0,4.105146453043701,EpsilonGreedy
3.0,6.1207970401650105,EpsilonGreedy
3.0,5.102227192937013,EpsilonGreedy
3.0,5.309812234167195,EpsilonGreedy
3.0,1.919680244877132,EpsilonGreedy
3.0,3.822379822978244,EpsilonGreedy
3.0,4.360017996619282,EpsilonGreedy
3.0,1.9907271892538376,EpsilonGreedy
3.0,3.664279529424888,EpsilonGreedy
3.0,2.002664797913922,EpsilonGreedy
3.0,3.64878500347953,EpsilonGreedy
3.0,3.5845600483282203,EpsilonGreedy
3.0,5.8144213702579375,EpsilonGreedy
3.0,2.5426743079351484,EpsilonGreedy
3.0,4.6623048344535265,EpsilonGreedy
3.0,3.4995543238976046,EpsilonGreedy
3.0,3.006622368689634,EpsilonGreedy
3.0,3.229290146746066,EpsilonGreedy
3.0,5.120245637435566,EpsilonGreedy
3.0,5.327212677836069,EpsilonGreedy
3.0,3.8583670429841663,EpsilonGreedy
3.0,3.4590112956839882,EpsilonGreedy
3.0,4.326115489352855,EpsilonGreedy
3.0,4.754338152511886,EpsilonGreedy
3.0,4.32527327027476,EpsilonGreedy
3.0,2.127913052238373,EpsilonGreedy
3.0,2.822697869183439,EpsilonGreedy
3.0,3.1041485464653635,EpsilonGreedy
3.0,4.223340067259665,EpsilonGreedy
3.0,2.8416715877728125,EpsilonGreedy
3.0,2.048022316474383,EpsilonGreedy
3.0,4.484680042471013,EpsilonGreedy
3.0,5.438684135317246,EpsilonGreedy
3.0,6.568993630367837,EpsilonGreedy
3.0,2.7606158358565493,EpsilonGreedy
3.0,4.075399385704796,EpsilonGreedy
3.0,3.351557110128726,EpsilonGreedy
3.0,5.096851759202642,EpsilonGreedy
3.0,5.2020006230284395,EpsilonGreedy
3.0,4.103696736538076,EpsilonGreedy
3.0,3.087078253863321,EpsilonGreedy
3.0,4.719270789293109,EpsilonGreedy
3.0,3.108436038938925,EpsilonGreedy
3.0,3.7743104324121095,EpsilonGreedy
3.0,4.902200655445112,EpsilonGreedy
3.0,3.7721713441077993,EpsilonGreedy
3.0,3.4463173220848433,EpsilonGreedy
3.0,4.62493665266819,EpsilonGreedy
3.0,3.704845659325962,EpsilonGreedy
3.0,6.0869653681843525,EpsilonGreedy
3.0,4.2212426263228275,EpsilonGreedy
3.0,6.454059107906083,EpsilonGreedy
3.0,3.3170676527114513,EpsilonGreedy
3.0,4.261986608383796,EpsilonGreedy
3.0,4.184544563374755,EpsilonGreedy
3.0,3.308804138118125,EpsilonGreedy
3.0,3.678883317639832,EpsilonGreedy
3.0,2.239394348646739,EpsilonGreedy
3.0,5.874154286502414,EpsilonGreedy
3.0,3.4150877787956806,EpsilonGreedy
3.0,5.708973435083242,EpsilonGreedy
3.0,4.36196422765943,EpsilonGreedy
3.0,3.373668600640624,EpsilonGreedy
3.0,3.1515872210210953,EpsilonGreedy
3.0,2.6823267842667216,EpsilonGreedy
0.0,0.3283292365955438,EpsilonGreedy
3.0,2.0250635263701664,EpsilonGreedy
3.0,4.110045928890049,EpsilonGreedy
3.0,3.2513971014307352,EpsilonGreedy
3.0,3.9424595539426917,EpsilonGreedy
3.0,4.49437507567111,EpsilonGreedy
3.0,2.8937677084425295,EpsilonGreedy
3.0,3.8017460533527285,EpsilonGreedy
3.0,4.439016191273952,EpsilonGreedy
3.0,3.974294079304151,EpsilonGreedy
3.0,4.382417551775701,EpsilonGreedy
3.0,2.5757651551057767,EpsilonGreedy
3.0,4.532844328620358,EpsilonGreedy
3.0,2.942613466860971,EpsilonGreedy
3.0,5.943483342503743,EpsilonGreedy
3.0,4.58118060856909,EpsilonGreedy
3.0,5.871510733592768,EpsilonGreedy
3.0,1.4201563091725231,EpsilonGreedy
3.0,4.3465232095067945,EpsilonGreedy
3.0,4.260795505233531,EpsilonGreedy
3.0,4.070568365409502,EpsilonGreedy
3.0,2.9317121479979904,EpsilonGreedy
3.0,4.462929915935074,EpsilonGreedy
3.0,5.188445246228222,EpsilonGreedy
3.0,5.174631045447377,EpsilonGreedy
3.0,5.854431654928503,EpsilonGreedy
3.0,4.190948296749926,EpsilonGreedy
3.0,5.5099377420280575,EpsilonGreedy
3.0,2.7504869966371546,EpsilonGreedy
3.0,4.098836403088441,EpsilonGreedy
3.0,3.436489724799349,EpsilonGreedy
3.0,3.735179616196116,EpsilonGreedy
3.0,3.509759068790541,EpsilonGreedy
3.0,4.473146014291845,EpsilonGreedy
3.0,2.745980159101839,EpsilonGreedy
3.0,4.536606017005245,EpsilonGreedy
3.0,4.288180526757404,EpsilonGreedy
3.0,2.5819394526463144,EpsilonGreedy
3.0,6.094113850930903,EpsilonGreedy
3.0,2.832026376825552,EpsilonGreedy
3.0,3.8888203078606702,EpsilonGreedy
3.0,4.16549400828593,EpsilonGreedy
3.0,4.562315915015476,EpsilonGreedy
3.0,3.522876502871684,EpsilonGreedy
3.0,3.745878080000047,EpsilonGreedy
3.0,5.154147335017289,EpsilonGreedy
3.0,4.30834536655643,EpsilonGreedy
3.0,5.704714464493608,EpsilonGreedy
3.0,2.7502278793305575,EpsilonGreedy
3.0,5.304585819651538,EpsilonGreedy
3.0,5.248212431180561,EpsilonGreedy
3.0,5.813081435500184,EpsilonGreedy
3.0,2.6091950016719343,EpsilonGreedy
3.0,3.5782107944363872,EpsilonGreedy
3.0,4.571921034897005,EpsilonGreedy
3.0,4.66313453391825,EpsilonGreedy
3.0,3.5392830425280692,EpsilonGreedy
3.0,4.589963670540312,EpsilonGreedy
3.0,5.649903733148247,EpsilonGreedy
3.0,4.018611218259746,EpsilonGreedy
3.0,3.7816320488509123,EpsilonGreedy
3.0,4.2522279659208095,EpsilonGreedy
3.0,3.878232144046347,EpsilonGreedy
3.0,3.1339390870543946,EpsilonGreedy
3.0,3.4443868955894117,EpsilonGreedy
3.0,3.333245826414509,EpsilonGreedy
3.0,4.483543489293564,EpsilonGreedy
3.0,4.789799890020682,EpsilonGreedy
3.0,4.193339373457445,EpsilonGreedy
3.0,5.7930802080203785,EpsilonGreedy
3.0,3.949020941095203,EpsilonGreedy
3.0,5.130819190401362,EpsilonGreedy
3.0,3.9673647994613157,EpsilonGreedy
3.0,3.2480073404160286,EpsilonGreedy
3.0,3.569064648542261,EpsilonGreedy
3.0,6.30994547390932,EpsilonGreedy
3.0,3.6916639052790274,EpsilonGreedy
3.0,3.288068212496326,EpsilonGreedy
3.0,2.3566071794030816,EpsilonGreedy
3.0,5.003270673644993,EpsilonGreedy
3.0,5.132127660876862,EpsilonGreedy
3.0,3.1839904054919415,EpsilonGreedy
3.0,2.9214918232868055,EpsilonGreedy
3.0,3.9950734933056244,EpsilonGreedy
3.0,4.733331917658335,EpsilonGreedy
3.0,4.9558874245978926,EpsilonGreedy
3.0,3.6082656412735483,EpsilonGreedy
3.0,4.751486834087094,EpsilonGreedy
3.0,4.752135327948965,EpsilonGreedy
3.0,2.8812342088256537,EpsilonGreedy
3.0,3.950678384390651,EpsilonGreedy
3.0,3.981904914910964,EpsilonGreedy
3.0,3.0840803369865886,EpsilonGreedy
3.0,3.04861878821234,EpsilonGreedy
3.0,5.4355263961787275,EpsilonGreedy
3.0,3.630558413374282,EpsilonGreedy
3.0,2.0196863165743797,EpsilonGreedy
3.0,4.418005967659185,EpsilonGreedy
3.0,4.398396038897418,EpsilonGreedy
3.0,2.0165328259333997,EpsilonGreedy
3.0,5.550706113406192,EpsilonGreedy
3.0,3.2589054470193988,EpsilonGreedy
3.0,3.10889312391091,EpsilonGreedy
3.0,4.352134996941671,EpsilonGreedy
3.0,4.732143099027485,EpsilonGreedy
3.0,4.864695437504134,EpsilonGreedy
3.0,5.27341684275947,EpsilonGreedy
3.0,3.938733037361017,EpsilonGreedy
3.0,3.1639620767042085,EpsilonGreedy
3.0,5.325334369939753,EpsilonGreedy
3.0,3.668574696942418,EpsilonGreedy
3.0,3.1741991644588765,EpsilonGreedy
3.0,3.1954358904124147,EpsilonGreedy
3.0,3.9080624710588796,EpsilonGreedy
3.0,4.799095903449825,EpsilonGreedy
3.0,3.7787213797810915,EpsilonGreedy
3.0,2.99221054461026,EpsilonGreedy
3.0,3.701488492764156,EpsilonGreedy
3.0,2.744158164488171,EpsilonGreedy
3.0,3.3781938525348334,EpsilonGreedy
3.0,3.7459082697210477,EpsilonGreedy
3.0,5.402075885279771,EpsilonGreedy
3.0,4.217517888443134,EpsilonGreedy
3.0,4.721361471990781,EpsilonGreedy
3.0,3.9075511172897697,EpsilonGreedy
3.0,4.615525290154499,EpsilonGreedy
3.0,4.061958188602412,EpsilonGreedy
3.0,3.854033707351195,EpsilonGreedy
3.0,4.170726891280435,EpsilonGreedy
3.0,3.8918428018435076,EpsilonGreedy
3.0,4.868755528776136,EpsilonGreedy
3.0,2.411384373622365,EpsilonGreedy
3.0,5.559198253888563,EpsilonGreedy
3.0,2.870786537942482,EpsilonGreedy
3.0,4.818800893332691,EpsilonGreedy
3.0,4.052272200103095,EpsilonGreedy
3.0,3.9290607403386772,EpsilonGreedy
3.0,4.0011953851159365,EpsilonGreedy
3.0,3.86684428145844,EpsilonGreedy
3.0,3.737584746203269,EpsilonGreedy
3.0,5.269779175882025,EpsilonGreedy
3.0,2.7076201149458248,EpsilonGreedy
3.0,4.403413101726208,EpsilonGreedy
3.0,3.877591996751016,EpsilonGreedy
3.0,2.914687745683249,EpsilonGreedy
3.0,5.167324092838868,EpsilonGreedy
3.0,4.389558946365211,EpsilonGreedy
3.0,4.142611376123639,EpsilonGreedy
3.0,3.530664835575062,EpsilonGreedy
3.0,3.722618878502787,EpsilonGreedy
3.0,5.041806017397784,EpsilonGreedy
3.0,5.294598105020147,EpsilonGreedy
3.0,4.8909939169485686,EpsilonGreedy
3.0,4.091259370218487,EpsilonGreedy
3.0,5.006061889396339,EpsilonGreedy
3.0,1.8286473853558878,EpsilonGreedy
3.0,3.700248133955585,EpsilonGreedy
3.0,5.644323196366925,EpsilonGreedy
3.0,3.926117672116788,EpsilonGreedy
3.0,4.310785557229686,EpsilonGreedy
3.0,3.482079966060048,EpsilonGreedy
3.0,3.738014664868513,EpsilonGreedy
3.0,5.378093290266163,EpsilonGreedy
3.0,3.8576355999687766,EpsilonGreedy
3.0,3.6122959687650837,EpsilonGreedy
3.0,4.575425269957091,EpsilonGreedy
3.0,2.983735680292641,EpsilonGreedy
3.0,4.411228602573963,EpsilonGreedy
3.0,4.7803872170827955,EpsilonGreedy
3.0,4.749920914409513,EpsilonGreedy
3.0,3.3700378794001464,EpsilonGreedy
3.0,3.8235106376641417,EpsilonGreedy
3.0,4.353396986953445,EpsilonGreedy
3.0,3.6926282271048043,EpsilonGreedy
3.0,3.3298590963103316,EpsilonGreedy
3.0,3.266180055049709,EpsilonGreedy
3.0,3.241950095284,EpsilonGreedy
3.0,1.7715382160674418,EpsilonGreedy
3.0,5.659753705996033,EpsilonGreedy
3.0,2.092049645161249,EpsilonGreedy
3.0,1.8206366485230614,EpsilonGreedy
3.0,2.0972914644198237,EpsilonGreedy
3.0,3.6437681379547477,EpsilonGreedy
3.0,3.1492761891669767,EpsilonGreedy
3.0,3.5636945858404223,EpsilonGreedy
3.0,3.1215124141636426,EpsilonGreedy
3.0,2.3872214969126686,EpsilonGreedy
3.0,1.546162329439809,EpsilonGreedy
3.0,4.075199262361824,EpsilonGreedy
3.0,4.3997746499962185,EpsilonGreedy
3.0,3.747092216768522,EpsilonGreedy
3.0,4.514074980103905,EpsilonGreedy
3.0,4.246405152095429,EpsilonGreedy
3.0,3.206471402426015,EpsilonGreedy
3.0,4.655523662794552,EpsilonGreedy
3.0,2.939355808524599,EpsilonGreedy
3.0,3.5154128138239504,EpsilonGreedy
3.0,2.243168324501423,EpsilonGreedy
3.0,2.271543312895503,EpsilonGreedy
3.0,2.6183089980231573,EpsilonGreedy
3.0,5.320341788796314,EpsilonGreedy
3.0,4.427307840670039,EpsilonGreedy
3.0,3.120514167149004,EpsilonGreedy
3.0,2.803167875623831,EpsilonGreedy
3.0,4.959745867120298,EpsilonGreedy
3.0,3.2845942716069096,EpsilonGreedy
3.0,2.9737913320371963,EpsilonGreedy
3.0,4.444633680858704,EpsilonGreedy
3.0,3.75067668146491,EpsilonGreedy
3.0,3.3678395119093087,EpsilonGreedy
3.0,3.0192955481305344,EpsilonGreedy
3.0,4.438815918906155,EpsilonGreedy
3.0,4.1739702777437175,EpsilonGreedy
3.0,4.157698903887216,EpsilonGreedy
3.0,3.7302931489152455,EpsilonGreedy
3.0,4.107594539696383,EpsilonGreedy
3.0,2.589891715083067,EpsilonGreedy
3.0,5.067932080903239,EpsilonGreedy
3.0,4.743209045804171,EpsilonGreedy
3.0,4.279613720557168,EpsilonGreedy
3.0,3.940155099430256,EpsilonGreedy
3.0,3.814416319163561,EpsilonGreedy
3.0,2.9543813132045247,EpsilonGreedy
3.0,4.389649987284982,EpsilonGreedy
3.0,4.1363855153122335,EpsilonGreedy
3.0,2.1516419866157666,EpsilonGreedy
3.0,4.893383744398029,EpsilonGreedy
3.0,4.816645325926147,EpsilonGreedy
3.0,4.735524308076895,EpsilonGreedy
3.0,4.5367990288008775,EpsilonGreedy
3.0,5.8435950438936235,EpsilonGreedy
3.0,4.960347552721582,EpsilonGreedy
3.0,4.1970268095414385,EpsilonGreedy
3.0,4.341931453329447,EpsilonGreedy
3.0,4.276434728179558,EpsilonGreedy
3.0,3.2819952679212525,EpsilonGreedy
3.0,4.454263338328693,EpsilonGreedy
3.0,3.8995191148323847,EpsilonGreedy
3.0,4.297203387157387,EpsilonGreedy
3.0,3.5553272988499813,EpsilonGreedy
3.0,3.8977488196687204,EpsilonGreedy
3.0,3.8912662101780895,EpsilonGreedy
3.0,5.223967826846286,EpsilonGreedy
3.0,4.514882133458111,EpsilonGreedy
3.0,4.711176474662542,EpsilonGreedy
3.0,5.2531440082973395,EpsilonGreedy
3.0,3.353222047197911,EpsilonGreedy
3.0,2.982162651079554,EpsilonGreedy
3.0,3.262103971440978,EpsilonGreedy
3.0,3.7388363798833537,EpsilonGreedy
3.0,4.420386055251432,EpsilonGreedy
3.0,2.921851237315801,EpsilonGreedy
3.0,2.0804300974424814,EpsilonGreedy
3.0,3.1824508580446405,EpsilonGreedy
3.0,4.321231983839909,EpsilonGreedy
3.0,4.371479384376794,EpsilonGreedy
3.0,5.176909834535129,EpsilonGreedy
3.0,3.0982428166715965,EpsilonGreedy
3.0,5.233368418859966,EpsilonGreedy
3.0,4.649068957160911,EpsilonGreedy
3.0,5.528754835215492,EpsilonGreedy
3.0,2.814960508293869,EpsilonGreedy
3.0,1.3308856206242106,EpsilonGreedy
3.0,2.6699492453894362,EpsilonGreedy
3.0,2.6518505128681724,EpsilonGreedy
3.0,3.174678959434851,EpsilonGreedy
3.0,3.036463369465553,EpsilonGreedy
3.0,2.0682238019316888,EpsilonGreedy
3.0,3.573767433855428,EpsilonGreedy
3.0,2.9773006742365205,EpsilonGreedy
3.0,2.962393627105542,EpsilonGreedy
3.0,2.5663102954031785,EpsilonGreedy
3.0,5.7899458226116,EpsilonGreedy
3.0,5.090703523358687,EpsilonGreedy
3.0,4.582263144016959,EpsilonGreedy
3.0,3.398738398463891,EpsilonGreedy
3.0,1.3707340299012545,EpsilonGreedy
3.0,3.8888904655462757,EpsilonGreedy
3.0,2.9976607038826035,EpsilonGreedy
3.0,4.377273593497789,EpsilonGreedy
3.0,5.23777757160611,EpsilonGreedy
3.0,4.805063775861509,EpsilonGreedy
3.0,3.66339924109102,EpsilonGreedy
3.0,3.040488778568581,EpsilonGreedy
3.0,3.0987306939555292,EpsilonGreedy
3.0,2.8616035513322506,EpsilonGreedy
3.0,3.4135391666510966,EpsilonGreedy
3.0,4.211195005803656,EpsilonGreedy
3.0,3.083812941774893,EpsilonGreedy
3.0,3.4392191652852193,EpsilonGreedy
3.0,4.986223646142319,EpsilonGreedy
3.0,5.019696169984064,EpsilonGreedy
3.0,2.4244426297801467,EpsilonGreedy
3.0,4.659158325577328,EpsilonGreedy
3.0,5.639514929650948,EpsilonGreedy
3.0,4.982647577997818,EpsilonGreedy
3.0,4.851006512539026,EpsilonGreedy
3.0,3.358062637750421,EpsilonGreedy
3.0,3.5328471383528024,EpsilonGreedy
3.0,4.3167263932744,EpsilonGreedy
3.0,4.631041908511634,EpsilonGreedy
3.0,3.828111174672362,EpsilonGreedy
3.0,2.941473323793535,EpsilonGreedy
3.0,3.1323807627401066,EpsilonGreedy
3.0,2.84529687502992,EpsilonGreedy
3.0,4.010540163844292,EpsilonGreedy
3.0,2.0543578707986567,EpsilonGreedy
3.0,3.067210725967658,EpsilonGreedy
3.0,3.9484098903253897,EpsilonGreedy
3.0,2.702082961921196,EpsilonGreedy
3.0,4.113155913380539,EpsilonGreedy
3.0,3.563697632475324,EpsilonGreedy
3.0,4.186948226709632,EpsilonGreedy
3.0,3.6899950769649505,EpsilonGreedy
3.0,4.148342205113541,EpsilonGreedy
3.0,4.148082845496854,EpsilonGreedy
3.0,4.412928804854836,EpsilonGreedy
3.0,5.078032406923586,EpsilonGreedy
3.0,3.1951027871968454,EpsilonGreedy
3.0,4.558589150150694,EpsilonGreedy
3.0,3.429025752468137,EpsilonGreedy
3.0,2.2714109365661566,EpsilonGreedy
3.0,4.132836565549485,EpsilonGreedy
3.0,5.06911105823095,EpsilonGreedy
3.0,3.5525255942798477,EpsilonGreedy
3.0,4.128289316178818,EpsilonGreedy
3.0,4.760311763611352,EpsilonGreedy
3.0,4.04339729955622,EpsilonGreedy
3.0,2.952813893151548,EpsilonGreedy
3.0,3.4282560195080185,EpsilonGreedy
3.0,4.897532919080712,EpsilonGreedy
3.0,3.0492757067077685,EpsilonGreedy
3.0,4.1686750138223125,EpsilonGreedy
3.0,4.744351531104357,EpsilonGreedy
3.0,4.627687877283233,EpsilonGreedy
3.0,4.31521860539082,EpsilonGreedy
3.0,2.8831597874298094,EpsilonGreedy
3.0,5.086179448946897,EpsilonGreedy
3.0,4.635187322550124,EpsilonGreedy
3.0,4.302784996286422,EpsilonGreedy
3.0,4.570839492338477,EpsilonGreedy
3.0,2.979277627438953,EpsilonGreedy
3.0,3.3595214702777034,EpsilonGreedy
3.0,5.275628058194777,EpsilonGreedy
3.0,4.768170205608877,EpsilonGreedy
3.0,3.1187422930703486,EpsilonGreedy
3.0,4.5772880404015055,EpsilonGreedy
3.0,4.854411156930392,EpsilonGreedy
3.0,4.6786905907158856,EpsilonGreedy
3.0,4.180276419530934,EpsilonGreedy
3.0,2.817994899487493,EpsilonGreedy
3.0,3.6630933046448497,EpsilonGreedy
3.0,3.5473969395263794,EpsilonGreedy
3.0,2.619583032983095,EpsilonGreedy
3.0,4.222550174771853,EpsilonGreedy
3.0,3.384536326540923,EpsilonGreedy
3.0,2.7749552920808025,EpsilonGreedy
3.0,4.648705709500624,EpsilonGreedy
3.0,2.9718477898366427,EpsilonGreedy
3.0,5.237505750941219,EpsilonGreedy
3.0,4.181738697298767,EpsilonGreedy
3.0,2.413282738504435,EpsilonGreedy
3.0,3.215051291350807,EpsilonGreedy
3.0,4.932302519227584,EpsilonGreedy
3.0,4.260504014017464,EpsilonGreedy
3.0,3.142233529239867,EpsilonGreedy
3.0,3.1800191449030515,EpsilonGreedy
3.0,3.5565005850381883,EpsilonGreedy
3.0,3.6067122006420815,EpsilonGreedy
3.0,2.5005906703780836,EpsilonGreedy
3.0,4.013716176752791,EpsilonGreedy
3.0,5.080973695144252,EpsilonGreedy
3.0,4.712975702635483,EpsilonGreedy
3.0,3.1393098559059776,EpsilonGreedy
3.0,2.920649783224866,EpsilonGreedy
3.0,4.147520865553359,EpsilonGreedy
3.0,3.0353898392157643,EpsilonGreedy
3.0,5.056697193017779,EpsilonGreedy
3.0,3.7353518030119996,EpsilonGreedy
3.0,4.243378804569031,EpsilonGreedy
3.0,5.483972166944593,EpsilonGreedy
3.0,2.918825516328934,EpsilonGreedy
3.0,3.9261293828359176,EpsilonGreedy
3.0,4.000328148629289,EpsilonGreedy
3.0,5.931960710242038,EpsilonGreedy
3.0,4.130111243861615,EpsilonGreedy
3.0,4.750207433368764,EpsilonGreedy
3.0,3.088770643150323,EpsilonGreedy
3.0,4.505428702520585,EpsilonGreedy
3.0,4.358205735585665,EpsilonGreedy
3.0,4.434026086432468,EpsilonGreedy
3.0,3.5702238707868412,EpsilonGreedy
3.0,2.3451102215290573,EpsilonGreedy
3.0,3.703046840236313,EpsilonGreedy
3.0,3.1199874699080903,EpsilonGreedy
3.0,3.253707397529645,EpsilonGreedy
3.0,5.570372865608153,EpsilonGreedy
3.0,4.934317097163831,EpsilonGreedy
3.0,5.091588321697479,EpsilonGreedy
3.0,3.7769435386492303,EpsilonGreedy
3.0,2.9908790958645604,EpsilonGreedy
3.0,4.437648273984322,EpsilonGreedy
3.0,2.4551238847025307,EpsilonGreedy
3.0,5.117620480437845,EpsilonGreedy
3.0,3.8210893771831844,EpsilonGreedy
3.0,3.9399754407091945,EpsilonGreedy
3.0,2.575446917300763,EpsilonGreedy
3.0,4.801502097238155,EpsilonGreedy
3.0,4.03489819683314,EpsilonGreedy
3.0,4.076646209960941,EpsilonGreedy
3.0,2.8493413548631654,EpsilonGreedy
3.0,0.7785162358405624,EpsilonGreedy
3.0,4.028451626225861,EpsilonGreedy
3.0,2.4019697710407772,EpsilonGreedy
3.0,3.515650350583753,EpsilonGreedy
3.0,4.3042898091825545,EpsilonGreedy
3.0,4.794026794314014,EpsilonGreedy
3.0,4.236810900409634,EpsilonGreedy
3.0,3.071576788363727,EpsilonGreedy
3.0,3.7073690318012673,EpsilonGreedy
3.0,2.5823932447841367,EpsilonGreedy
3.0,2.133317534877573,EpsilonGreedy
3.0,3.187190672948533,EpsilonGreedy
3.0,4.28951603114456,EpsilonGreedy
3.0,3.09294693174981,EpsilonGreedy
3.0,5.202381640491407,EpsilonGreedy
3.0,3.4559122113021044,EpsilonGreedy
3.0,2.1169145342515656,EpsilonGreedy
3.0,4.2067246850285205,EpsilonGreedy
3.0,4.2675515635156644,EpsilonGreedy
3.0,2.5269988996292776,EpsilonGreedy
3.0,3.244890619503077,EpsilonGreedy
3.0,3.9955476373192713,EpsilonGreedy
3.0,2.4348276849735275,EpsilonGreedy
3.0,4.440820720778706,EpsilonGreedy
